prvdr_num,prvdr_name,prvdr_address,city,state,prov_region,zip,CBSA_CD,MSA_CD,ownership,urban_rural,teaching,UCN,beds_grp,org_npi_num,IDN,IDN_parent,Covid_payment
310026,BARNERT HOSPITAL,680 BROADWAY,PATERSON,NJ,NORTHEAST,7514,35614,35614,OTHER (SPECIFY),URBAN,NO,NA,200-299,NA,NA,NA,0
310031,DEBORAH HEART AND LUNG CENTER,200 TRENTON ROAD,BROWNS MILLS,NJ,NORTHEAST,8015,15804,15804,PRIVATE (NOT FOR PROFIT),URBAN,YES,4025,100-199,1467440743,NA,NA,0
310032,INSPIRA MEDICAL CENTER VINELAND,1505 W SHERMAN AVE,VINELAND,NJ,NORTHEAST,8360,47220,47220,PRIVATE (NOT FOR PROFIT),URBAN,YES,1109099,300-399,1164487542,Inspira Health Network (FKA: South Jersey Healthcare),NA,0
310033,ELIZABETH GEN MED CTR EAST,655 EAST JERSEY ST,ELIZABETH,NJ,NORTHEAST,7206,35084,35084,CHURCH,URBAN,YES,NA,200-299,NA,NA,NA,0
310036,SOUTH AMBOY MEMORIAL HOSPITAL,540 BORDENTOWN AVE,SOUTH AMBOY,NJ,NORTHEAST,8879,35614,35614,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,100-199,NA,NA,NA,0
310037,PASCACK VALLEY HOSPITAL,250 OLD HOOK ROAD,WESTWOOD,NJ,NORTHEAST,7675,35614,35614,PRIVATE (NOT FOR PROFIT),URBAN,YES,NA,200-299,NA,NA,NA,0
310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,ONE ROBERT WOOD JOHNSON PLACE,NEW BRUNSWICK,NJ,NORTHEAST,8901,35614,35614,PRIVATE (NOT FOR PROFIT),URBAN,YES,2480,500+,1346243375,Robert Wood Johnson Health System,RWJ Barnabas Health,0
310039,RARITAN BAY MEDICAL CENTER,530 NEW BRUNSWICK AVE,PERTH AMBOY,NJ,NORTHEAST,8861,35614,35614,PRIVATE (NOT FOR PROFIT),URBAN,YES,2476,400-499,1790297455,Meridian Health,Hackensack Meridian Health,0
310040,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,308 WILLOW AVE,HOBOKEN,NJ,NORTHEAST,7030,35614,35614,CHURCH,URBAN,YES,1183620,300-399,1043475668,CarePoint Health,NA,0
310042,"CLARA MAASS MEDICAL CENTER, WEST HUDSON DIVISION",206 BERGEN AVE,KEARNY,NJ,NORTHEAST,7032,35614,35614,OTHER (SPECIFY),URBAN,NO,NA,100-199,NA,NA,NA,0
310043,MONTCLAIR COMMUNITY HOSPITAL,120 HARRISON AVE,MONTCLAIR,NJ,NORTHEAST,7042,35084,35084,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,100-199,NA,NA,NA,0
310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,350 ENGLE ST,ENGLEWOOD,NJ,NORTHEAST,7631,35614,35614,PRIVATE (NOT FOR PROFIT),URBAN,YES,2435,500+,1083612881,NA,NA,0
310047,SHORE MEDICAL CENTER,100 MEDICAL CENTER WAY,SOMERS POINT,NJ,NORTHEAST,8244,12100,12100,PRIVATE (NOT FOR PROFIT),URBAN,YES,2464,300-399,1629070149,NA,NA,0
310048,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET,110 REHILL AVE,SOMERVILLE,NJ,NORTHEAST,8876,35084,35084,PRIVATE (NOT FOR PROFIT),URBAN,NO,2478,300-399,1003236878,Robert Wood Johnson Health System,RWJ Barnabas Health,0
310049,ST FRANCIS COMMUNITY HEALTH CENTER,25 WILLIAMS PLACE,JERSEY CITY,NJ,NORTHEAST,7302,35614,35614,CHURCH,URBAN,NO,NA,200-299,NA,NA,NA,0
310050,SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,25 POCONO ROAD,DENVILLE,NJ,NORTHEAST,7834,35084,35084,PRIVATE (FOR PROFIT),URBAN,NO,4024,400-499,1598144362,Prime Healthcare Services,Prime Healthcare Services,0
310053,RIVERSIDE HOSP INC,POWERVILLE RD BOX 59,BOONTON,NJ,NORTHEAST,7005,35084,35084,OTHER (SPECIFY),URBAN,NO,NA,100-199,NA,NA,NA,0
310054,"HACKENSACK MERIDIAN HEALTH, MOUNTAINSIDE MEDICAL",1 BAY AVENUE,MONTCLAIR,NJ,NORTHEAST,7042,35084,35084,PRIVATE (NOT FOR PROFIT),URBAN,YES,2408,300-399,1982720249,Hackensack University Health Network,Hackensack Meridian Health,0
310056,ZURBRUGG MEMORIAL HOSPITAL,HOSPITAL PLAZA,RIVERSIDE,NJ,NORTHEAST,8075,15804,15804,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,100-199,NA,NA,NA,0
310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,175 MADISON AVE,MOUNT HOLLY,NJ,NORTHEAST,8060,15804,15804,PRIVATE (NOT FOR PROFIT),URBAN,YES,2455,300-399,1134125016,Virtua Health,NA,0
310058,BERGEN NEW BRIDGE MEDICAL CENTER,230 EAST RIDGEWOOD AVE,PARAMUS,NJ,NORTHEAST,7652,35614,35614,LOCAL,URBAN,NO,4273,400-499,1689682999,NA,NA,0
310059,SOUTH BERGEN HOSPITAL,214 TERRACE AVE,HASBROUCK HEIGHTS,NJ,NORTHEAST,7604,35614,35614,OTHER (SPECIFY),URBAN,NO,NA,000-099,NA,NA,NA,0
310060,ST LUKE'S WARREN HOSPITAL,185 ROSEBERRY ST,PHILLIPSBURG,NJ,NORTHEAST,8865,10900,10900,OTHER (SPECIFY),URBAN,YES,2477,200-299,1760488266,St Lukes University Health Network,NA,0
310061,VIRTUA WILLINGBORO HOSPITAL,218A SUNSET ROAD,WILLINGBORO,NJ,NORTHEAST,8046,15804,15804,PRIVATE (NOT FOR PROFIT),URBAN,YES,70799,200-299,1053316844,Lourdes Health System,Trinity Health (FKA: CHE Trinity Health),0
310062,UNITED HOSPITALS OF NEWARK,15 S 9TH ST,NEWARK,NJ,NORTHEAST,7107,35084,35084,PRIVATE (NOT FOR PROFIT),URBAN,YES,NA,400-499,NA,NA,NA,0
310063,MUHLENBERG REGIONAL MEDICAL CENTER,PARK AVE AND RANDOLPH ROAD,PLAINFIELD,NJ,NORTHEAST,7061,35084,35084,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,1925 PACIFIC AVENUE,ATLANTIC CITY,NJ,NORTHEAST,8401,12100,12100,PRIVATE (NOT FOR PROFIT),URBAN,YES,5954,500+,1013919315,AtlantiCare - A Member of Geisinger Health System,Geisinger Health System,0
310067,SAINT CLARE'S HOSPITAL,400 WEST BLACKWELL STREET,DOVER,NJ,NORTHEAST,7801,35084,35084,CHURCH,URBAN,NO,NA,300-399,NA,NA,NA,0
310068,BRIDGETON HOSPITAL,IRVING & MAGNOLIA AVES,BRIDGETON,NJ,NORTHEAST,8302,47220,47220,OTHER (SPECIFY),URBAN,NO,NA,200-299,NA,NA,NA,0
310069,INSPIRA MEDICAL CENTER ELMER,501 WEST FRONT STREET,ELMER,NJ,NORTHEAST,8318,48864,48864,PRIVATE (NOT FOR PROFIT),URBAN,NO,2466,000-099,1255396024,Inspira Health Network (FKA: South Jersey Healthcare),NA,0
310070,SAINT PETER'S UNIVERSITY HOSPITAL,254 EASTON AVE,NEW BRUNSWICK,NJ,NORTHEAST,8901,35614,35614,PRIVATE (NOT FOR PROFIT),URBAN,YES,5878,400-499,1114924834,St Peters Healthcare System,NA,0
310072,TRINITAS HOSPITAL,225 WILLIAMSON ST,ELIZABETH,NJ,NORTHEAST,7207,35084,35084,CHURCH,URBAN,YES,NA,300-399,NA,NA,NA,0
310077,GENERAL HOSPITAL CENTER AT PASSAIC,350 BOULEVARD,PASSAIC,NJ,NORTHEAST,7055,35614,35614,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,300-399,NA,NA,NA,0
310078,HOSPITAL CENTER AT ORANGE,188 S ESSEX AVE,ORANGE,NJ,NORTHEAST,7050,35084,35084,PRIVATE (NOT FOR PROFIT),URBAN,YES,NA,200-299,NA,NA,NA,0
310081,INSPIRA MEDICAL CENTER WOODBURY,509 N BROAD ST,WOODBURY,NJ,NORTHEAST,8096,15804,15804,PRIVATE (NOT FOR PROFIT),URBAN,YES,4027,200-299,1184601288,Inspira Health Network (FKA: South Jersey Healthcare),NA,0
310084,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,600 RIVER AVE,LAKEWOOD,NJ,NORTHEAST,8701,35614,35614,PRIVATE (NOT FOR PROFIT),URBAN,NO,2473,200-299,1225133473,Barnabas Health,RWJ Barnabas Health,0
310085,KENNEDY MEM HOSPITAL AT SADDLE BROOK,300 MARKET STREET,SADDLE BROOK,NJ,NORTHEAST,7662,35614,35614,OTHER (SPECIFY),URBAN,NO,NA,100-199,NA,NA,NA,0
310086,JEFFERSON STRATFORD HOSPITAL,18 EAST LAUREL ROAD,STRATFORD,NJ,NORTHEAST,8084,15804,15804,PRIVATE (NOT FOR PROFIT),URBAN,YES,4026,500+,1386746592,Kennedy Health System,NA,0
310087,NEWCOMB MEDICAL CENTER,66 S STATE ST,VINELAND,NJ,NORTHEAST,8360,47220,47220,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,200-299,NA,NA,NA,0
310088,WM B KESSLER MEMORIAL HOSPITAL,600 SO WHITE HORSE PIKE,HAMMONTON,NJ,NORTHEAST,8037,12100,12100,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,100-199,NA,NA,NA,0
310090,UNION HOSPITAL,1000 GALLOPING HILL RD,UNION,NJ,NORTHEAST,7083,35084,35084,PRIVATE (NOT FOR PROFIT),URBAN,YES,NA,200-299,NA,NA,NA,0
310091,SALEM MEDICAL CENTER,310 WOODSTOWN ROAD,SALEM,NJ,NORTHEAST,8079,48864,48864,PRIVATE (NOT FOR PROFIT),URBAN,NO,2457,100-199,1700351947,Community Health Systems (CHS),Community Health Systems (CHS),0
310093,COLUMBUS HOSPITAL,495 NORTH 13TH ST,NEWARK,NJ,NORTHEAST,7107,35084,35084,CHURCH,URBAN,YES,NA,200-299,NA,NA,NA,0
310094,"LIVINGSTON COMMUNITY HOSPITAL,THE",204 HILLSIDE AVE,LIVINGSTON,NJ,NORTHEAST,7039,35084,35084,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
310096,SAINT MICHAEL'S MEDICAL CENTER,111 CENTRAL AVENUE,NEWARK,NJ,NORTHEAST,7102,35084,35084,PRIVATE (FOR PROFIT),URBAN,YES,10286,300-399,1699777458,Prime Healthcare Services,Prime Healthcare Services,0
310105,LIBERTYHEALTH-GREENVILLE HOSPITAL CAMPUS,1825 KENNEDY BLVD,JERSEY CITY,NJ,NORTHEAST,7305,35614,35614,OTHER (SPECIFY),URBAN,NO,NA,000-099,NA,NA,NA,0
310108,JFK UNIVERSITY MEDICAL CENTER,65 JAMES STREET,EDISON,NJ,NORTHEAST,8818,35614,35614,PRIVATE (NOT FOR PROFIT),URBAN,YES,4030,400-499,1659387975,JFK Health System (FKA Solaris Health System),Hackensack Meridian Health,0
310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,ONE HAMILTON HEALTH PLACE,HAMILTON,NJ,NORTHEAST,8690,45940,45940,PRIVATE (NOT FOR PROFIT),URBAN,YES,2472,200-299,1629069638,Robert Wood Johnson Health System,RWJ Barnabas Health,0
310112,BAYSHORE MEDICAL CENTER,727 N BEERS ST,HOLMDEL,NJ,NORTHEAST,7733,35614,35614,PRIVATE (NOT FOR PROFIT),URBAN,NO,2441,200-299,1760994412,Meridian Health,Hackensack Meridian Health,0
310116,ST JOSEPH'S WAYNE HOSPITAL,224 HAMBURG TPKE,WAYNE,NJ,NORTHEAST,7470,35614,35614,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,200-299,NA,NA,NA,0
310117,GARDEN STATE COMMUNITY HOSPITAL,RT 73  BRICK RD,MARLTON,NJ,NORTHEAST,8053,15804,15804,OTHER (SPECIFY),URBAN,NO,NA,200-299,NA,NA,NA,0
310118,HUDSON REGIONAL HOSPITAL,55 MEADOWLANDS PKWY,SECAUCUS,NJ,NORTHEAST,7094,35614,35614,PRIVATE (FOR PROFIT),URBAN,NO,6978,200-299,1154648848,NA,NA,0
310120,SAINT CLARE'S HOSPITAL/SUSSEX,20 WALNUT ST,SUSSEX,NJ,NORTHEAST,7461,35084,35084,CHURCH,URBAN,NO,NA,100-199,NA,NA,NA,0
310121,ROOSEVELT HOSPITAL,PO BOX 151,METUCHEN,NJ,NORTHEAST,8840,35614,35614,LOCAL,URBAN,NO,NA,500+,NA,NA,NA,0
310122,SPECIALTY HOSPITAL AT MONMOUTH,300 SECOND AVENUE,LONG BRANCH,NJ,NORTHEAST,7740,35614,35614,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
310123,SEMPERCARE HOSPITAL OF BELLEVILLE,1 CLARA MAASS DRIVE,BELLEVILLE,NJ,NORTHEAST,7109,35084,35084,OTHER (SPECIFY),URBAN,NO,NA,000-099,NA,NA,NA,0
310124,REHABILITATION HOSPITAL  AT RARITAN BAY MEDICAL CT,530 NEW BRUNSWICK AVE -2 GREEN,PERTH AMBOY,NJ,NORTHEAST,8861,35614,35614,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
310125,KINDRED HOSPITAL NEW JERSEY MORRIS COUNTY,400 WEST BLACKWELL STREET,DOVER,NJ,NORTHEAST,7801,35084,35084,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
310126,HEALTHSOUTH SPECIALTY HOSPITAL OF UNION,1000 GALLOPING HILL ROAD,UNION,NJ,NORTHEAST,7083,35084,35084,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
310127,LOURDES SPECIALTY HOSPITAL OF SOUTHERN NEW JERSEY,218 SUNSET ROAD,WILLINGBORO,NJ,NORTHEAST,8046,15804,15804,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
310128,ACUITY SPECIALTY HOSPITAL OF NEW JERSEY,1925 PACIFIC AVENUE,ATLANTIC CITY,NJ,NORTHEAST,8401,12100,12100,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
310130,HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,250 OLD HOOK ROAD,WESTWOOD,NJ,NORTHEAST,7675,35614,35614,PRIVATE (FOR PROFIT),URBAN,YES,1253393,100-199,1205176062,Hackensack University Health Network,Hackensack Meridian Health,0
320001,UNM HOSPITAL,2211 LOMAS BOULEVARD NE,ALBUQUERQUE,NM,WEST,87106,10740,10740,STATE,URBAN,YES,5703,500+,1689747552,University of New Mexico Hospitals,NA,0
320002,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,455 ST MICHAEL'S DRIVE,SANTA FE,NM,WEST,87505,42140,42140,PRIVATE (NOT FOR PROFIT),URBAN,YES,4193,200-299,1578587150,CHRISTUS Health,CHRISTUS Health,0
320003,ALTA VISTA REGIONAL HOSPITAL,104 LEGION DRIVE,LAS VEGAS,NM,WEST,87701,99932,32,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,5705,000-099,1396716643,Quorum Health Corporation,Quorum Health Corporation,0
320004,GERALD CHAMPION REGIONAL MEDICAL CENTER,2669 SCENIC DRIVE,ALAMOGORDO,NM,WEST,88310,99932,32,PRIVATE (NOT FOR PROFIT),RURAL,NO,12979,000-099,1861450579,NA,NA,0
320005,SAN JUAN REGIONAL MEDICAL CENTER INC,801 WEST MAPLE STREET,FARMINGTON,NM,WEST,87401,22140,22140,PRIVATE (NOT FOR PROFIT),URBAN,YES,3776,200-299,1427058510,NA,NA,0
320006,EASTERN NEW MEXICO MEDICAL CENTER,405 W COUNTRY CLUB ROAD,ROSWELL,NM,WEST,88201,99932,32,PRIVATE (FOR PROFIT),RURAL,NO,5706,100-199,1447221742,Community Health Systems (CHS),Community Health Systems (CHS),0
320010,EASTERN NEW MEXICO MEDICAL CENTER,SOUTH MAIN AND CHISM ST,ROSWELL,NM,WEST,88201,99932,32,CHURCH,RURAL,NO,NA,100-199,NA,NA,NA,0
320011,PRESBYTERIAN ESPANOLA HOSPITAL,1010 SPRUCE STREET,ESPANOLA,NM,WEST,87532,99932,32,PRIVATE (NOT FOR PROFIT),RURAL,NO,3777,000-099,1154307593,Presbyterian Healthcare Services,NA,0
320012,DR DAN C TRIGG MEMORIAL HOSPITAL,301 E MIEL DE LUNA,TUCUMCARI,NM,WEST,88401,99932,32,OTHER (SPECIFY),RURAL,NO,NA,000-099,NA,NA,NA,0
320013,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,1397 WEIMER ROAD,TAOS,NM,WEST,87571,99932,32,PRIVATE (NOT FOR PROFIT),RURAL,YES,12443,000-099,1194751958,NA,NA,0
320014,MIMBRES MEMORIAL HOSPITAL,900 W ASH,DEMING,NM,WEST,88031,99932,32,PRIVATE (FOR PROFIT),RURAL,NO,NA,000-099,NA,NA,NA,0
320016,GILA REGIONAL MEDICAL CENTER,1313 E 32ND ST,SILVER CITY,NM,WEST,88061,99932,32,LOCAL,RURAL,YES,6841,000-099,1336220839,NA,NA,0
320017,LOVELACE WOMEN'S HOSPITAL,4701 MONTGOMERY BOULEVARD NE,ALBUQUERQUE,NM,WEST,87109,10740,10740,PRIVATE (FOR PROFIT),URBAN,YES,3773,100-199,1982799375,Lovelace Health System (FKA: Lovelace Sandia Health System),Ardent (FKA: Ardent Health Services),0
320018,MEMORIAL MEDICAL CENTER,2450 SOUTH TELSHOR BLVD,LAS CRUCES,NM,WEST,88011,29740,29740,PRIVATE (FOR PROFIT),URBAN,YES,8647,200-299,1700821808,LifePoint Health (FKA: LifePoint Hospitals),LifePoint Health (FKA: LifePoint Hospitals),0
320019,LOVELACE MEDICAL CENTER - GIBSON,5400 GIBSON BOULEVARD SE,ALBUQUERQUE,NM,WEST,87108,10740,10740,PRIVATE (FOR PROFIT),URBAN,NO,NA,200-299,NA,NA,NA,0
320022,PLAINS REGIONAL MEDICAL CENTER,"2100 N MARTIN LUTHER KING, JR, BLVD",CLOVIS,NM,WEST,88101,99932,32,PRIVATE (NOT FOR PROFIT),RURAL,NO,3779,100-199,1629053509,Presbyterian Healthcare Services,NA,0
320023,PLAINS REG MED CTR PORTALES HM HLTH,1700 S AVE O P O DRAWER 60,PORTALES,NM,WEST,88130,99932,32,PRIVATE (FOR PROFIT),RURAL,NO,NA,000-099,NA,NA,NA,0
320030,ARTESIA GENERAL HOSPITAL,702 N 13TH STREET,ARTESIA,NM,WEST,88210,99932,32,OTHER (SPECIFY),RURAL,YES,3780,000-099,1437286044,Community Hospital Corporation (CHC),Community Hospital Corporation (CHC),0
320031,DE BACA GENERAL HOSPITAL,500 NORTH TENTH,FORT SUMNER,NM,WEST,88119,99932,32,LOCAL,RURAL,NO,NA,000-099,NA,NA,NA,0
320032,SOCORRO GENERAL HOSPITAL,HIGHWAY 60 WEST,SOCORRO,NM,WEST,87801,99932,32,OTHER (SPECIFY),RURAL,NO,NA,000-099,NA,NA,NA,0
320033,LOS ALAMOS MEDICAL CENTER,3917 WEST ROAD,LOS ALAMOS,NM,WEST,87544,99932,32,PRIVATE (FOR PROFIT),RURAL,NO,9947,000-099,1285701623,LifePoint Health (FKA: LifePoint Hospitals),LifePoint Health (FKA: LifePoint Hospitals),0
320035,SIERRA VISTA HOSPITAL INC,800 EAST NINTH AVENUE,TRUTH OR CONSEQUENCES,NM,WEST,87901,99932,32,LOCAL,RURAL,NO,NA,000-099,NA,NA,NA,0
320037,CIBOLA GENERAL HOSPITAL,1016 ROOSEVELT AVENUE,GRANTS,NM,WEST,87020,99932,32,LOCAL,RURAL,NO,NA,000-099,NA,NA,NA,0
320038,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,1901 RED ROCK DRIVE,GALLUP,NM,WEST,87301,99932,32,PRIVATE (NOT FOR PROFIT),RURAL,NO,6838,000-099,1720084999,Rehoboth McKinley Christian Health Care Services,NA,0
320046,LINCOLN COUNTY MEDICAL CENTER,211 SUDDERTH,RUIDOSO,NM,WEST,88345,99932,32,LOCAL,RURAL,NO,NA,000-099,NA,NA,NA,0
320048,UNION COUNTY GENERAL HOSPITAL,301 HARDING ST,CLAYTON,NM,WEST,88415,99932,32,LOCAL,RURAL,NO,NA,000-099,NA,NA,NA,0
320049,MINERS COLFAX MEDICAL CENTER,P O BOX 340,RATON,NM,WEST,87740,99932,32,OTHER (SPECIFY),RURAL,NO,NA,000-099,NA,NA,NA,0
320051,LAS VEGAS MEDICAL CENTER,HOT SPRINGS BLVD P O BOX 1388,LAS VEGAS,NM,WEST,87701,99932,32,STATE,RURAL,NO,NA,000-099,NA,NA,NA,0
320053,VALENCIA PRESBYTERIAN HOSPITAL,609 S CHRISTOPHER RD,BELEN,NM,WEST,87002,10740,10740,OTHER (SPECIFY),URBAN,NO,NA,000-099,NA,NA,NA,0
320056,PHS INDIAN HOSPITAL,801 VASSAR DR NE,ALBUQUERQUE,NM,WEST,87106,10740,10740,FEDERAL,URBAN,NO,NA,000-099,NA,NA,NA,0
320057,SANTA FE PHS INDIAN HOSPITAL,1700 CERRILLOS ROAD,SANTA FE,NM,WEST,87501,42140,42140,FEDERAL,URBAN,YES,8293,000-099,1285613836,Albuquerque Area Indian Health Service,Indian Health Service,0
320058,MESCALERO PHS INDIAN HOSPITAL,P O BOX 210,MESCALERO,NM,WEST,88340,99932,32,FEDERAL,RURAL,NO,11024,000-099,1891886065,Albuquerque Area Indian Health Service,Indian Health Service,0
320059,NORTHERN NAVAJO MEDICAL CENTER,US HWY 491 NORTH,SHIPROCK,NM,WEST,87420,22140,22140,FEDERAL,URBAN,NO,11030,000-099,1780639971,Navajo Area Indian Health Service,Indian Health Service,0
320060,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,ROUTE 301 NORTH B STREET,ZUNI,NM,WEST,87327,99932,32,FEDERAL,RURAL,NO,8292,000-099,1497843734,Albuquerque Area Indian Health Service,Indian Health Service,0
320062,CROWNPOINT HEALTHCARE FACILITY,JUNCTION OF HWY 371,CROWNPOINT,NM,WEST,87313,99932,32,FEDERAL,RURAL,NO,NA,000-099,1114960093,NA,NA,0
320063,CARLSBAD MEDICAL CENTER,2430 WEST PIERCE STREET,CARLSBAD,NM,WEST,88220,99932,32,OTHER (SPECIFY),RURAL,NO,6843,100-199,1790722346,Community Health Systems (CHS),Community Health Systems (CHS),0
320065,COVENANT HEALTH HOBBS HOSPITAL,5419 N LOVINGTON HIGHWAY,HOBBS,NM,WEST,88240,99932,32,PRIVATE (FOR PROFIT),RURAL,NO,6844,000-099,1285688697,Community Health Systems (CHS),Community Health Systems (CHS),0
320066,JAL COMMUNITY HOSP,WEST KANSAS AVE DRAWER Z,JAL,NM,WEST,88252,99932,32,PRIVATE (FOR PROFIT),RURAL,NO,NA,000-099,NA,NA,NA,0
320067,GUADALUPE COUNTY HOSPITAL,"117 CAMINO DE VIDA, SUITE 100",SANTA ROSA,NM,WEST,88435,99932,32,LOCAL,RURAL,YES,12322,000-099,1346249968,NA,NA,0
320068,NOR LEA GENERAL HOSPITAL,1600 NORTH MAIN,LOVINGTON,NM,WEST,88260,99932,32,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,NA,000-099,NA,NA,NA,0
320069,MINERS' COLFAX MEDICAL CENTER,203 HOSPITAL DRIVE,RATON,NM,WEST,87740,99932,32,LOCAL,RURAL,NO,NA,000-099,NA,NA,NA,0
320070,DHHS USPHS INDIAN HEALTH SERVICES,EXIT #102 OFF I-40 1/2 MILE SOUTH,SAN FIDEL,NM,WEST,87049,99932,32,FEDERAL,RURAL,NO,1419976,000-099,1225103922,Albuquerque Area Indian Health Service,Indian Health Service,0
320071,CUBA HOSPITAL,P O BOX 638,CUBA,NM,WEST,87013,10740,10740,OTHER (SPECIFY),URBAN,NO,NA,000-099,NA,NA,NA,0
320072,CARRIE TINGLEY HOSP FOR CRIPPLED CHILD,1127 UNIVERSITY BLVD,ALBUQUERQUE,NM,WEST,87102,10740,10740,STATE,URBAN,YES,NA,000-099,NA,NA,NA,0
320073,COLFAX GENERAL HOSPITAL,615 PROSPECT AVE,SPRINGER,NM,WEST,87747,99932,32,LOCAL,RURAL,NO,NA,000-099,NA,NA,NA,0
320074,LOVELACE WESTSIDE HOSPITAL,10501 GOLF COURSE ROAD NW,ALBUQUERQUE,NM,WEST,87114,10740,10740,PRIVATE (FOR PROFIT),URBAN,YES,12981,000-099,1649373887,Lovelace Health System (FKA: Lovelace Sandia Health System),Ardent (FKA: Ardent Health Services),0
320075,CARE UNIT HOSPITAL OF ALBUQUERQUE,505 HIGH ST NE,ALBUQUERQUE,NM,WEST,87102,10740,10740,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
320076,PRESBYTERIAN NORTHSIDE HOSPITAL,5901 HARPER DRIVE NE,ALBUQUERQUE,NM,WEST,87109,10740,10740,OTHER (SPECIFY),URBAN,NO,NA,100-199,NA,NA,NA,0
320077,CUBA HOSPITAL,P O BOX 638,CUBA,NM,WEST,87013,10740,10740,PRIVATE (NOT FOR PROFIT),URBAN,YES,NA,000-099,NA,NA,NA,0
320079,PRESBYTERIAN KASEMAN HOSPITAL,8300 CONSTITUTION AVENUE NE,ALBUQUERQUE,NM,WEST,87110,10740,10740,PRIVATE (FOR PROFIT),URBAN,NO,NA,100-199,NA,NA,NA,0
320080,CARE UNIT HOSP OF ALBUQUERQUE,700 HIGH ST NE,ALBUQUERQUE,NM,WEST,87102,10740,10740,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
320081,PARK CENTER,7801 JEFFERSON NE,ALBUQUERQUE,NM,WEST,87109,10740,10740,PRIVATE (FOR PROFIT),URBAN,YES,NA,000-099,NA,NA,NA,0
320082,THC-ALBUQUERQUE,700 HIGH ST NE,ALBUQUERQUE,NM,WEST,87102,10740,10740,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
320083,HEART HOSPITAL OF NEW MEXICO,504 ELM STREET NE,ALBUQUERQUE,NM,WEST,87102,10740,10740,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
320084,ROOSEVELT GENERAL HOSPITAL,42121 US HIGHWAY 70,PORTALES,NM,WEST,88130,99932,32,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,52566,000-099,1073517058,NA,NA,0
320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,4311 EAST LOHMAN AVENUE,LAS CRUCES,NM,WEST,88011,29740,29740,PRIVATE (FOR PROFIT),URBAN,NO,77164,100-199,1205882503,Community Health Systems (CHS),Community Health Systems (CHS),0
320086,LOVELACE REGIONAL HOSPITAL - ROSWELL,117 EAST 19TH STREET,ROSWELL,NM,WEST,88201,99932,32,PRIVATE (FOR PROFIT),RURAL,NO,1080005,000-099,1972878361,Lovelace Health System (FKA: Lovelace Sandia Health System),Ardent (FKA: Ardent Health Services),0
320087,CHRISTUS ST VINCENT PHYSICIANS MEDICAL CENTER,2990 RODEO PARK DRIVE EAST,SANTA FE,NM,WEST,87505,42140,42140,FEDERAL,URBAN,NO,NA,000-099,NA,NA,NA,0
320088,ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO LLC,4451 LOHMAN AVENUE,LAS CRUCES,NM,WEST,88011,29740,29740,STATE,URBAN,NO,NA,000-099,NA,NA,NA,0
